booth_id,gender,age_group,social_group,occupation,n_voters
14,Male,26-35,ST,Cultivator,1
14,Male,26-35,ST,Ag-Laborer,1
14,Male,26-35,ST,Other-Worker,1
14,Male,26-35,ST,Non-Worker,9
14,Male,36-50,General/OBC,Cultivator,9
14,Male,36-50,General/OBC,Ag-Laborer,1
14,Male,36-50,General/OBC,Other-Worker,3
14,Male,36-50,General/OBC,Non-Worker,4
14,Male,36-50,SC,Cultivator,2
14,Male,36-50,SC,Ag-Laborer,1
14,Male,36-50,SC,Other-Worker,9
14,Male,36-50,SC,Non-Worker,14
14,Male,36-50,ST,Cultivator,10
14,Male,36-50,ST,Ag-Laborer,2
14,Male,36-50,ST,Other-Worker,1
14,Male,36-50,ST,Non-Worker,10
14,Male,51+,General/OBC,Cultivator,4
14,Male,51+,General/OBC,Ag-Laborer,15
14,Male,51+,General/OBC,Other-Worker,4
14,Male,51+,General/OBC,Non-Worker,28
14,Male,51+,SC,Cultivator,12
14,Male,51+,SC,Ag-Laborer,2
14,Male,51+,SC,Other-Worker,5
14,Male,51+,SC,Non-Worker,2
14,Male,51+,ST,Cultivator,2
14,Male,51+,ST,Ag-Laborer,4
14,Male,51+,ST,Other-Worker,10
14,Male,51+,ST,Non-Worker,1
14,Female,18-25,General/OBC,Cultivator,3
14,Female,18-25,General/OBC,Ag-Laborer,1
14,Female,18-25,General/OBC,Other-Worker,1
14,Female,18-25,General/OBC,Non-Worker,7
14,Female,18-25,SC,Cultivator,1
14,Female,18-25,SC,Ag-Laborer,32
14,Female,18-25,SC,Other-Worker,3
14,Female,18-25,SC,Non-Worker,3
14,Female,18-25,ST,Cultivator,1
14,Female,18-25,ST,Ag-Laborer,2
14,Female,18-25,ST,Other-Worker,4
14,Female,18-25,ST,Non-Worker,1
14,Female,26-35,General/OBC,Cultivator,4
14,Female,26-35,General/OBC,Ag-Laborer,7
14,Female,26-35,General/OBC,Other-Worker,15
14,Female,26-35,General/OBC,Non-Worker,1
14,Female,26-35,SC,Cultivator,3
14,Female,26-35,SC,Ag-Laborer,16
14,Female,26-35,SC,Other-Worker,2
14,Female,26-35,SC,Non-Worker,5
14,Female,26-35,ST,Cultivator,4
14,Female,26-35,ST,Ag-Laborer,19
14,Female,26-35,ST,Other-Worker,11
14,Female,26-35,ST,Non-Worker,24
14,Female,36-50,General/OBC,Cultivator,3
14,Female,36-50,General/OBC,Ag-Laborer,1
14,Female,36-50,General/OBC,Other-Worker,2
14,Female,36-50,General/OBC,Non-Worker,2
14,Female,36-50,SC,Cultivator,1
14,Female,36-50,SC,Ag-Laborer,6
14,Female,36-50,SC,Other-Worker,14
14,Female,36-50,SC,Non-Worker,1
14,Female,36-50,ST,Cultivator,9
14,Female,36-50,ST,Ag-Laborer,1
14,Female,36-50,ST,Other-Worker,13
14,Female,36-50,ST,Non-Worker,1
14,Female,51+,General/OBC,Cultivator,5
14,Female,51+,General/OBC,Ag-Laborer,2
14,Female,51+,General/OBC,Other-Worker,4
14,Female,51+,General/OBC,Non-Worker,8
14,Female,51+,SC,Cultivator,3
14,Female,51+,SC,Ag-Laborer,13
14,Female,51+,SC,Other-Worker,9
14,Female,51+,SC,Non-Worker,10
14,Female,51+,ST,Cultivator,3
14,Female,51+,ST,Ag-Laborer,6
14,Female,51+,ST,Other-Worker,2
14,Female,51+,ST,Non-Worker,13
15,Male,18-25,General/OBC,Cultivator,16
15,Male,18-25,General/OBC,Ag-Laborer,3
15,Male,18-25,General/OBC,Other-Worker,2
15,Male,18-25,General/OBC,Non-Worker,1
15,Male,18-25,SC,Cultivator,6
15,Male,18-25,SC,Ag-Laborer,2
15,Male,18-25,SC,Other-Worker,21
15,Male,18-25,SC,Non-Worker,3
15,Male,18-25,ST,Cultivator,4
15,Male,18-25,ST,Ag-Laborer,3
15,Male,18-25,ST,Other-Worker,7
15,Male,18-25,ST,Non-Worker,7
15,Male,26-35,General/OBC,Cultivator,4
15,Male,26-35,General/OBC,Ag-Laborer,1
15,Male,26-35,General/OBC,Other-Worker,3
15,Male,26-35,General/OBC,Non-Worker,4
15,Male,26-35,SC,Cultivator,10
15,Male,26-35,SC,Ag-Laborer,8
15,Male,26-35,SC,Other-Worker,1
15,Male,26-35,SC,Non-Worker,2
15,Male,26-35,ST,Cultivator,5
15,Male,26-35,ST,Ag-Laborer,10
15,Male,26-35,ST,Other-Worker,1
15,Male,26-35,ST,Non-Worker,15
15,Male,36-50,General/OBC,Cultivator,20
15,Male,36-50,General/OBC,Ag-Laborer,8
15,Male,36-50,General/OBC,Other-Worker,1
15,Male,36-50,General/OBC,Non-Worker,12
15,Male,36-50,SC,Cultivator,1
15,Male,36-50,SC,Ag-Laborer,13
15,Male,36-50,SC,Other-Worker,9
15,Male,36-50,SC,Non-Worker,8
15,Male,36-50,ST,Cultivator,1
15,Male,36-50,ST,Ag-Laborer,7
15,Male,36-50,ST,Other-Worker,4
15,Male,36-50,ST,Non-Worker,11
15,Male,51+,General/OBC,Cultivator,3
15,Male,51+,General/OBC,Ag-Laborer,2
15,Male,51+,General/OBC,Other-Worker,4
15,Male,51+,General/OBC,Non-Worker,21
15,Male,51+,SC,Cultivator,12
15,Male,51+,SC,Ag-Laborer,1
15,Male,51+,SC,Other-Worker,3
15,Male,51+,SC,Non-Worker,2
15,Male,51+,ST,Cultivator,4
15,Male,51+,ST,Ag-Laborer,11
15,Male,51+,ST,Other-Worker,1
15,Male,51+,ST,Non-Worker,4
15,Female,18-25,General/OBC,Cultivator,1
15,Female,18-25,General/OBC,Ag-Laborer,1
15,Female,18-25,General/OBC,Other-Worker,8
15,Female,18-25,General/OBC,Non-Worker,6
15,Female,18-25,SC,Cultivator,16
15,Female,18-25,SC,Ag-Laborer,16
15,Female,18-25,SC,Other-Worker,16
15,Female,18-25,SC,Non-Worker,14
15,Female,18-25,ST,Cultivator,7
15,Female,18-25,ST,Ag-Laborer,2
15,Female,18-25,ST,Other-Worker,2
15,Female,18-25,ST,Non-Worker,2
15,Female,26-35,General/OBC,Cultivator,20
15,Female,26-35,General/OBC,Ag-Laborer,3
15,Female,26-35,General/OBC,Other-Worker,3
15,Female,26-35,General/OBC,Non-Worker,2
15,Female,26-35,SC,Cultivator,5
15,Female,26-35,SC,Ag-Laborer,2
15,Female,26-35,SC,Other-Worker,1
15,Female,26-35,SC,Non-Worker,4
15,Female,26-35,ST,Cultivator,1
15,Female,26-35,ST,Ag-Laborer,6
15,Female,26-35,ST,Other-Worker,3
15,Female,26-35,ST,Non-Worker,17
15,Female,36-50,General/OBC,Cultivator,1
15,Female,36-50,General/OBC,Ag-Laborer,10
15,Female,36-50,General/OBC,Other-Worker,6
15,Female,36-50,General/OBC,Non-Worker,13
15,Female,36-50,SC,Cultivator,3
15,Female,36-50,SC,Ag-Laborer,4
15,Female,36-50,SC,Other-Worker,11
15,Female,36-50,SC,Non-Worker,1
15,Female,36-50,ST,Cultivator,16
15,Female,36-50,ST,Ag-Laborer,2
15,Female,36-50,ST,Other-Worker,1
15,Female,36-50,ST,Non-Worker,21
15,Female,51+,General/OBC,Cultivator,1
15,Female,51+,General/OBC,Ag-Laborer,2
15,Female,51+,General/OBC,Other-Worker,1
15,Female,51+,General/OBC,Non-Worker,3
15,Female,51+,SC,Cultivator,1
15,Female,51+,SC,Ag-Laborer,3
15,Female,51+,SC,Other-Worker,6
15,Female,51+,SC,Non-Worker,2
15,Female,51+,ST,Cultivator,1
15,Female,51+,ST,Ag-Laborer,2
15,Female,51+,ST,Other-Worker,2
15,Female,51+,ST,Non-Worker,9
